Tanggal,Username,Rekomendasi,Review
31 Jan 2024,defiinuff,defiinuff recommends this product!,ini dulu sempat viral banget serumnya... dan Aku dulu juga pernah sempet coba... dan menurut aku ini cocok buat kalian yang punya bekas jerawat ini bisa mudarin bekas jerawat ... ini aku dulu pakainya jarang-jarang karena kalau dipakai setiap hari nggak tahu kenapa wajah aku malah jadi kayak bruntusan gitu.. tapi overall ini work
29 Jan 2024,Auliaram,Auliaram recommends this product!,"ini serum terhits sepanjang masa kayaknya ya, dulu tuh harganya sekitar 200.000-an, kayaknya sekarang harga bisa di bawah 100.000 mungkin. bisa bikin cerah muka, teksturnya kental seperti serum pada umumnya dan biasanya aku pakai malam hari"
28 Jan 2024,rieskaputry,rieskaputry doesn't recommend this product! ,tipe yang ga cocok sama niacinamide tapi maksain make karena mupeng liat review orang orang pada seworth it itu :') tapi yaudah emang dasarnya ga cocok ya tetep aja ga bakal jodoh :') selain bikin kulit kering timbul jerawat dan bruntusan :((
26 Jan 2024,nurulmaw,nurulmaw recommends this product!,"In the first time aku baru coba serum yg pernah viral ini sebenernya agak telat sih wkwk kemasannya simple anti bocor tapi dia dari kaca jadi rawan pecah, teksturenya kentel bening tapi ketika di apply ke muka ga bikin lengket, di aku belum nampak hasil yg signifikan karena baru pake satu botol, agak tersamarkan sedikit pih ku yg sudah lama ga ilang"
25 Jan 2024,ranirohmawati,ranirohmawati doesn't recommend this product! ,"the ordinary serum ini banyak banget yang cocok di kulit orang-orang bahkan kulit pria maupun wanita. tapi dikulit aku kurang memberikan hasil yang baik. teksturnya kental agak cair, mudah menyerap dan mudah diratakan. di kulitku hanya melembabkan saja."
22 Jan 2024,deanieafifah,deanieafifah recommends this product!,"sejauh ini serum niacinamide yang paling works di aku cuma ini, walaupun dia bahan aktif tapi dia gak bikin breakout dan muncul bruntusan sih. isinya banyak dan botolnya see through jd bisa kira2, untuk harga segini dan dengan isi 30ml ini sangat worthhh to buyðð»"
18 Jan 2024,Conspinancyy,Conspinancyy recommends this product!,"Ini mahh udah gabisa diragukan lagi. Bikin kulit makin cerah, mulus, bersih, dan yang paling penting gak bikin jerawatan. Gara-gara produk ini juga aku baru tau niacinamide itu apa karna googling. Nyoba niacinamide juga awalnya dari produk ini. Buat kalian mending coba dulu deh ini bagus bgt"
06 Jan 2024,jsariwalaka,jsariwalaka recommends this product!,"Pemakaian pertama oke sih masih cocok dan ngasih efek mencerahkan tapi pas repurchase lagi malah kulit aku breakout, jerawatan parah dan kering, bukan nya cerah malah jadi keliatan kusam, gak ngerti sih masalah nya dimana, dah gk cocok lagi"
28 Dec 2023,elissasafira,elissasafira recommends this product!,"ini first time aku review prodak maaf kalo kurang jelas atau belibet...kulitku combinasi, rasanya agak cekit cekit tapi wajah menjadi glowing seketika... tekstur nya oke sih... cuma sayang kalo kulit lagi sensitif banget rasanya panas"
27 Dec 2023,ItsMissAyyy,ItsMissAyyy recommends this product!,"Beli karena baca review beberapa orang bilang bagus, tapi ternyata nggak berjodoh sama kulit wajah. Di minggu awal nggak terasa efek, lanjut pakai lebih ke beruntus dan kering gatal. atau mungkin belum nemu skincare yang bisa duet untuk produk ini sih"
17 Dec 2023,Awooo_24,Awooo_24 recommends this product!,Untuk pengalaman memakai serum ini sangat membantu kulit aku kalo lagi kusam biasanya aku makai setiap malam hari setiap hari aku juga merasa efek yang bagus di kulit aku tidak gampang jerawatan dan juga membantu untul mencerahkan banget
17 Dec 2023,triana1,triana1 recommends this product!,"bagus pake banget, aku udah lama make ini dan bener2 kerasa di muka jadi mulus dan cerahan. rekomendasi banget sih sama produk ini, nggak bakal nyesel juga. pokoknya bener-bener harus make ini, cocok dipake untuk semua jenis kulit. sumpah beneran bagus bangetbanget deh"
17 Dec 2023,firddaa_,firddaa_ recommends this product!,saat menggunakan serum ini aku merasa wajah aku menjadi lebih cerah dan bersih. membantu bruntusan dan jerawat kecil juga (pie dan pih). saat menggunakannya juga tidak membuat wajah gatal dan panas. teksturnya agak kental tetapi mudah untuk meresap
17 Dec 2023,Thasyahumaira,Thasyahumaira recommends this product!,"Udah pake TO Niacin dari 2019. Serum yang bantu aku yang saat itu lagi break out parah banget, jadi lumayan tenang jerawatnya. Bikin kulit jadi lebih cerah dan ga kusam juga. Pernah stop sebentar, langsung berasa banget kusamnya. Pas balik lagi, auto cerah. Luvv banget TO Niacin"
16 Dec 2023,Quinnanita,Quinnanita recommends this product!,"Sangat memperhalus permukaan wajah, dalam kurun waktu kurang lebih 3 tahun menggunakan produk ini, saya merasakan perubahan yang signifikan terjadi dalam wajah saya, selain menjadi lebih halus, wajah saya juga tampak menjadi lebih cerah."
16 Dec 2023,jenospuppy,jenospuppy recommends this product!,"the product was good! Cocok buat type kulit aku. gak lengket juga, pokoknya enak buat dipakai sehari-hari. recommended. wajib di repurchase teruss for all of you who loves the ordinary products. Love bangettttt hehehe thanks youu huhuuu"
16 Dec 2023,melza03_,melza03_ recommends this product!,"Bagus untuk mencerahkan kulit , dan jg coock di pakai ketika punya permasalahan kulit yang kusam , ibu saya juga is rumah pake produk ini dan ternyta cocok untuk ibu sya dn hasilnya pun bagus bisa mencerahkn kuliat dan menymarkan noda hitam di wajah"
16 Dec 2023,atikarosast,atikarosast recommends this product!,"serum andalanku, ini bisa bikin ga beruntusan, mencerahkan, dan gampang dibeli di shopeee. tp emang kudu hati2 dan pilih yg benar2 oriii. luv bgt ini mah. rekomendes dari 2018. aku repurchase terus. wajib coba niacinamide the ordinary ya"
15 Dec 2023,namiradaffani_,namiradaffani_ recommends this product!,"jujur ini first time pake product the ordinary, lumayan cocok di kulit aku yang kombinasi dan lumayan sensitive. ga terlalu berat untuk pemula, hasilnya lumayan keliatan setelah habis 1 botol. harganya lumayan tapi masih worth it banget si"
15 Dec 2023,sinta_agustin02,sinta_agustin02 recommends this product!,"Cocok bangget buat cerahin kulit, hempas jerawat, komedo dan kemerahan di muka, kandunganya juga mantul bgt sih ini, kandungannya tinggi tapi tetep aman bangget di wajah, packagingnya juga mewah, bagus bangget sih ini, wajib dipunyai kalo pengen kulitnya cepet cerah"
15 Dec 2023,reginariasantik,reginariasantik recommends this product!,"Bagus banget sepengerauh itu di muka aku yang kusam dan banyak bekas jerawat, walaupun butuh waktu lumayan lama tapi it works dan ga bikin breakout recommended buat kalian yang mukanya sensitif bisa banget dicoba karena aku baru pertama kali coba"
14 Dec 2023,fiioleta,fiioleta recommends this product!,"Kebetulan produknya dah habis jadi lupa foto botol nya. overall serum nya bagus di aku, lumayan thick & sedikit cair tingkat kekentalannya, dia ga ada bau apa-apa, aku dah pake rutin lumayan ngefek di kulit aku yg banyak bekas jerawat, aku cuma pake dimalam hari untuk perawatannya. overall bagus banget."
14 Dec 2023,Mayasari197,Mayasari197 recommends this product!,"Cocok banget pake ini, wajah lebih cerah juga karena kandungan niacinamide huhuhu.. recommend deh.. kalian kalo mau beli aku saranin beli yang ini deh daripada bingunh mau pake yang mana.. buat aku yang pemula juga oke banget!!! Gas lah belii"
12 Dec 2023,SIL_SILVIANAA,SIL_SILVIANAA recommends this product!,"Suka banget sama serum niacinamide ini karna bikin wajah glowing, jerawat hempas, belas jerawat juga jadi hempas, harganya affordable cocok untuk mahasiswa, packagingnya juga sangat travel friendly, dan bisa dibawa pada saat traveling"
12 Dec 2023,rafiahalqodri,rafiahalqodri recommends this product!,"Beli ini karna salah satu review di youtube, trus coba beli yg sample size, ternyata gak ada masalah dimuka aku, tapi hasilnya tentu belum keliatan. Beli full size abis 3 jar dan alhamdulillah jerawat membaik."
10 Dec 2023,xhotchocolatex,xhotchocolatex recommends this product!,"di kulit ku yang kering ini bikin lembab, dan ga bikin greasy gitu, enak di pakai, agak thick serumnya jadi hrus dikasi jeda kalau mau layer dengan bahan aktif lain. untuk mencerahkan si belum keliatan, tapi beberapa bekas jerawat mulai memudar. dan ini prosesnya lama ga secepat itu"
03 Dec 2023,kasyifmel,kasyifmel recommends this product!,"Pertengahan tahun 2019, aku sempet breakout karena gak cocok sama salah satu skincare. Waktu itu masih takut nyoba skincare lagi, tapi aku beranikan pake produk ini, dan hasilnya bikin amazed banget. Bisa dilihat perbandingan difoto sebelah kanan dan kiri. Produk the ordinary niacinamide ini tuh cocok banget buat kulit jenis apapun, khususnya aku yang saat itu breakout dengan kondisi kulitku 99% oily banget. 1 bulan pake produk ini, kemerahan dan minyak dikulit hempas semua. Produk ini efektif banget untuk acne fighter di skala tingkat keparahan 1-6 dari 10. Pokonya the best banget produk ini. ð­"
25 Nov 2023,leilafw,leilafw recommends this product!,"Produk Deciem yang masih kupake sampe beberapa bulan lalu. Udah ngga inget habis berapa botol saking seringnya repurchase, terakhir ikutan po sephora US nya toko70. Boleh dibilang salah satu brigthening product yang works wonder dimukaku, tekstur agak viscous, licin saat diaplikasiin kulit berasa minum, makin kesini produknya berasa sedikit beda formulasinya, trus kalo salah layer suka agak foamy tapi ku bodo amat, karena ngerasa setelah diblend produknya akan menyerap dengan sendirinya. Ku notice wajah jadi super cerah, bekas jerawat jadi super pudar, somehow bantu kontrol jerawat juga bikin cepat mereda. Mau repurchase lagi tapi udah banyak banget niacinamide+zinc serum lokal yang ngga kalah ok, atau brigthening serum dengan formula unik yang bikin penasaran. Recommended untuk yang The Ordinary nubi, atau baru pengen kenalan produk Deciem, you can start with this famous one!"
15 Nov 2023,karissawibowo,karissawibowo recommends this product!,"teksturnya watery, cepat menyerap, gak buat greasy, cocok buat super oily skin kayak aku. efeknya juga ngurangin lumayan minyak di wajah!! untuk mencerahkan sih gaktau ya, mukaku emg cerahan dan seger, tp aku juga lg make bbrp skincare baru. maybe yes maybe no"
12 Nov 2023,kasdifemale,kasdifemale recommends this product!,"ini adalah botol kedua akuuuuð¥° karena aku secinta itu sama serum ini! kulitku itu tipe nya kering terus juga pori-pori nya lumayan keliatan besar, jadi aku rutin pakai ini dan works bgt di aku hasilnya jadi bikin cerah, halus, dan lama"" pori-pori aku terlihat lebih mengecil! harganya menurut aku affordable sih mengingat fungsi nya yg best! tapi kalo aku beli nya harus jastip jadi ikut PO gitu kalo lagi ada jastiper yg ke sephora singaporeð­"
28 Oct 2023,avereginarosari,avereginarosari recommends this product!,"Jujur waktu botol pertama tuh pesimis kalo bakalan cocok. Sempet purging juga selama 2 minggu, tapi tetep dilanjutin sampe abis. Setelah purging selesai, yang penting buat ku ngga jerawatan pas pake produk ini. Lalu setelah botol pertama selesai, aku mutusin untuk repurchased produk ini lagi. Setelah 6 bulan pemakaian (1 botol 3-4 bulan), efeknya baru keliatan. Tadinya banyak dark spot bekas jerawat yang ternyata eng i eng memudar sampai akhirnya hilang setelah 8 bulan lebih pemakaian. Oh, jangan lupa dibarengin sama TO AHA BHA juga tapi yaaa (1-2 minggu sekali cukup)"
12 Oct 2023,Maidafiani,Maidafiani recommends this product!,"Cocok pake ini buat jerawat dan enak aja dipakenya kadang kalo ada jrwt aktif aku totol,cuma kalo emg jrwt yg agak bandel agak lama hilangnya tapi aku suka sm ordinary walaupun bnyk yg bilnag dia terlalu strong yaa.love it buat yg punya jrwt coba deh ga ada salahnya siapa tau jodoh"
08 Oct 2023,tinaahhs,tinaahhs doesn't recommend this product! ,"Awalnya pake ini sebulan pertama oke oke aja, muka jadi putih kan. Tapi putih nya bukan putih cerah gitu, putih pucat kayak orang sakit kalau kata mama ku. Lalu setelah sebulan aku berhenti pemakaian dan jadi muncul flek hitam banyak banget"
02 Oct 2023,loveshores,loveshores recommends this product!,"produk ini nyaman banget buat dipake! feelnya terbilang ringan untuk kadar niacinamide yang tinggi. tapi, hasil dari produknya belum terlalu terlihat setelah pemakaian Â± 1 bulan. mungkin karena aku yang makenya bolong-bolong ya ð buat yang baru pertama kali nyoba pake niacinamide, aku kurang rekomendasiin sih karena kadar dia tinggi. bisa coba pake yang 5% dulu yaa! ðð"
02 Oct 2023,anisarianad,anisarianad recommends this product!,"Waktu itu pindah dari elshe yg smoothing, kepo aja sama ini coba pake beberapa bulan emang oke. Liat review lagi katanya bagus combo sama retinolnya the ordinary juga, sebagusss itu di aku. Tapi jatohnya kaya peeling deh soalnya kalo lagi kering kulit yg kelupasnya kebawa gitu, paginya jadi halus. Nah mungkin karna aku keseringan pake (waktu itu blm tau retinol gaboleh keseringan) jadinya agak sensitif deh kulitku, tapi skrg masih tetep pake paling seminggu sekali combo nya."
08 Sep 2023,restisaftr,restisaftr recommends this product!,"Dulu waktu pemakaian ini aku ga yakin efeknya sebagus apa, karena ga terlalu nampol banget efeknya. Tapi yang jelas sih ga bikin kulitku makin beruntusan atu jerawatan gitu nggak sama sekali. Aman banget asal beli yang ori. Cuman efek mencerahkannya masih kurang"
03 Sep 2023,heyitsyuliaa,heyitsyuliaa recommends this product!,"My favourite product of any naicinamide serum. Ratenya juga kalau boleh 1000/1000. Ini bagus banget banget! I;m not sugar coating whatsoever. Muka aku bener-bener cocok banget pake niacinamide yang ini selain mencerahkan, serum ini ga menimbulkan jerawat. Kulit wajah juga keliatan lebih sehat texture kulit jadi clean gitu jadi no gradakan. Definitely repurchased. It takes time for this serum to work on your face. Aku pake botol kedua baru keliatan hasilnya. So yeah please be patient. "
31 Aug 2023,izhabella,izhabella recommends this product!,"Brand viral dulu awal pandemi, buat cerah oke ada perubahan dalam satu botol tapi memang perlu waktu, bekas jerawat lumayan cepat hilang, tekstur muka jadi lebih halus. Lumayan pricy karena brand luar (30 ml) dulu yang ori dapet diharga 160k bisa lebih "
29 Aug 2023,nsfkhrh,nsfkhrh recommends this product!,"ini adalah salah satu skincare penolong aku buat glow up dari masa"" transisi dari jamet2014 ke tbtb pengen jd cakepp kayak ciwit korea pada masanyaa HAHAHHA. teksturnya yang cair dan langsung nyerap tuh ngasih sensasi cooling buat kulitð"
29 Aug 2023,vmutiakanza,vmutiakanza recommends this product!,ga pernah repurchase produk kecuali produknya emang oke bgt.. jujur aku sering coba2 ganti2 serum tp yg ini sulit tergantikan.. isinya banyak dgn harga yg affordable.. trus kemasannya jg simple.. udh jarang bgt jerawatan dan wajah semakin cerah pake serum ini.. udh kek iklan ajeee wkwkwkw ð¥²ðð»
26 Aug 2023,Farah_55,Farah_55 recommends this product!,"My best serum dengan kandungan niacinamide, pake ini udah dari tahun 2019 dan emang bagus banget untuk lembapin, nyerahin dan mudarin bekas jerawat aku, tapi sayangnya susah banget buat nyari yang orinya soalnya banyak yang jual palsunyað­ð­ tapi serum ini best bangett sih"
04 Aug 2023,rhifa,rhifa recommends this product!,bagus banget banget banget. awal pake berasa perih tapi lama kelamaan dikulit jadi lebih cerah dan kinclong. recommended bgt produck ini. tapi harus hati2 kalau beli di e commers yaa usahain membeli di toko resmi jgn pernah sekalipun tergiur harga miring .
29 Jul 2023,manndoots,manndoots recommends this product!,"teksturnya thick tapi cepet banget nyerepnya, lumayan mudarin brkas jerawat DAN BIKIN KULIT GUE JD GLOWING. selama pake ini gue ngerasa jadi jarang jerawat sih dan ini oil controlnya oke banget jadi bisa dipake buat siang juga. buat harganya lumayan pricey BUT DEFINITELY WORTH THE PRICE!!!!"
14 Jul 2023,angelinavna,angelinavna recommends this product!,"baunya chemical, teksturnya thick tapi gampang meresap. been using this for a months dan ngebantu kulitku jadi lebih halus tapi belum ngefek untuk masalah PIE dan PIH. it's a good-affordable serum i recommend it!!"
05 Jul 2023,ranpy,ranpy recommends this product!,"awalnya ngaruh di muka, tp setelah agak cerah dikit, ga ngaruh lagi.. cuma dapet efek oil control sama pori pori lebih mengecil aja.. sedih bgt.. ini botol terakhir setelah beli 4 botol.. mau coba niacinamide merk lain sapa tau lebih ampuh."
29 Jun 2023,greeyyy,greeyyy recommends this product!,"GILA PAKE INI BIKIN GLOWING PARAH!! Buat mencerahkan si diaku engga samsek yaa, tapi dia buat wajah super glowing & sehat, trs juga bantu ngeratain tekstur kulit. Harganya ga terlalu mahal dan habisnya cukup lama. Sangat worth the price menurtku â¡â¡"
14 Jun 2023,bulan_journal,bulan_journal doesn't recommend this product! ,Serum Niacinamide pertama yang aku coba. Baunya nggak wangi karena nggak ada fragrance (which is good). Pertama nyoba ini langsung muncul jerawat gede wkwk. Tetep aku pake dan nggak ada tanda-tanda breakout lagi. Ada sedikit perubahan mencerahkan sih. Repurchase? Kayaknya enggak dulu. Mau nyari serum niacinamide lain yang lebih nampol dan cocok dari pertama pakai hehe
04 Jun 2023,STEFANNY94,STEFANNY94 recommends this product!,"ketika masih newbie di perskinkeran dan ga ada masalah kulit sama sekali selain tone gelap dan berminyak, kulit juga ngga rewel, ini brand hype banget, dan jujurly ini ngga ada efek mencerahkan sama sekali di kulitku. dan waktu itu aku juga ngga pernah purging, breakout, kulitku kering atau gimana. it just do nothing. serumnya thick standar, dan lumayan cepet diserap sama kulit."
22 May 2023,Reysia,Reysia recommends this product!,"First time nyobain serum ini, dan sejujurnya ini belum ada efek yang begitu keliatan di 2 minggu pemakaian. Ada efek yang lumayan bikin cerah di wajah aku, tapi jerawat tetep on off. Padahal aku uda berekspektasi dia bisa ngebantu kulit aku biar ga terus tumbuh jerawat karena ada zincnya. Tapi yaa tetap balik lagi ke kondisi kulit masing2, kalo menurutku serum ini cukup bagus untuk mencerahkan tapi tetep butuh waktu yang lama jadi harus sabaarr."
17 Apr 2023,prncssaxs,prncssaxs recommends this product!,"THIS is the product that always has to be on my routine. AM and PM! my holy grail. everyone know this is the OG girl <3 it helps with almost anything; acnes, skin barrier, blemishes, oily skin, dullness. i just love this product! and itâs very affordable too, iâve been using this ever since i got in university so itâs been almost 4 years! when i need to limit and make my skincare steps as minimum as possible, this is always my go-to. helps with irritation too, as long as you donât put it on open wound, and it speeds up the healing process also reduces scarring! i just love everything about it! kudos, The Ordinary, 5 out of 5!!"
15 Apr 2023,1nd,1nd recommends this product!,"ini bagus sebenarnya dengan kandungan niacimide 10% cocok buat yg mau glowing sebelum lebaran. Sayangnya di kulit aku yang sensitif ini malah bikin BO gedeÂ² karena sebelumnya baru pertama kali jg sih nyoba niacimide langsung persenan tinggi. Kalo buat pemula sih sebenarnya jangan pake ini, tapi pake Niacin 2%, trus 5% baru 10%. andai TO ada niacinamide 5% pasti cocok buat para pemula Niacin. sekarang aku tuang di hand body lotion ku dan ngaruh banget di kulitku jadi lebih cerah"
12 Apr 2023,beatrixmicha,beatrixmicha recommends this product!,"The ordinary ini emg worth the hype sih! Sengaruhhh itu dibanding niacinamide 10% lainnya. Teksturnya thick, tapi ga bikin lengket di kulit, dan bikin lembab plump gitu. Masih oke diapply ke segala jenis kulit. Di kulitku yg sensitif ga ada masalah pake produk ini. Kulitku yg gosong karena kejemur di outdoor turun 2 tone sampe foundie kegelapan, kurang dari seminggu udah balik lagi ke tone awal! Kreziiii ð©· worth every penny cm sayang susah banget cari produknya di Indo, sephora cepet masukin produk ini dong ð¥ºð¥º"
28 Mar 2023,hotlassilaen,hotlassilaen doesn't recommend this product! ,"sayang bangett di aku gacocok huhuhu :((, padahal udah seneng banget bisa nyoba, mungkin karena aku nyoba kandungan niacinamide nya ketinggian jadinya langsung iritasi numbuh banyak jerawat gedee, next paling mau nyoba niacinamide yang 5% dulu"
26 Mar 2023,widyabvs,widyabvs doesn't recommend this product! ,"karena wajah aku kondisinya pas itu banyak bekas jerawat pih gitu jadi akhirnya aku beli to niacin ini, tapi gatau kenapa ya ga ngaruh sama sekali di aku kek bekas jerawatnya ga ilang"" pdhl udh pake 6 bulanan lebih.productnya ttp aku pake karena ga kasih efek negatif ke kulitku+ dia ada zincnya(lumayan bantu bruntusan)"
23 Mar 2023,cherbrlm,cherbrlm recommends this product!,"Serum yang udah langka banget ORI nya sekarang di Indonesia, dan kalau mau pesan harus lewat web resmi nya yang otomatis harus bersedia menunggu proses pengiriman dari luar yang cukup makan waktu. Aku sendiri belum nemu lagi yang jualan serum Ordinary ORI, ga tau yang lain. Padahal aku cocok banget pakai ini, kulit bener2 jadi kenceng, shimmering, splendid, love love. Bekas jerawat? no worry! jerawat? santaaaaiiii! serum terfavorit sejauh ini â¤ï¸"
14 Mar 2023,naora,naora recommends this product!,"Serum dengan harga yang terjangkau, hasil yang terlihat dan efektif. Penggunaan serum ini aku tujukan untuk menghilangkan bekas jerawat dan meratakan warna kulitku, menurutku ini sangat bagus untuk hal diatas karena aku melihat dampaknya cukup cepat. Dengan harga terjangkaunya aku sangat merekomendasikan serum ini."
14 Mar 2023,Yen24,Yen24 recommends this product!,"Beli Niacinamide dari The Ordinary karena banyak banget review bagus tentang serum ini, akhirnya nyoba beli. Teksture nya kental, warna putih keruh, gampang meresap dan ada sensasi cekit-cekit yang gak lama. Awalnya gak terlalu berasa efeknya, tapi setelah 2 minggu lebih baru kerasa kalau wajah jadi lebih cerah (bukan putih ya), wajah jadi fresh dan gak kusam. Udah habis botol ke 3, mau repurchase lagi!"
24 Feb 2023,andinicp,andinicp recommends this product!,"Aku pake TO ini udah hampir tiga tahun (2018-2021awal) wkwk, secinta itu sama hasilnya. Tp emang kalo baunya kurang nyaman dan strong bgt, tp kl udh biasa ya jadi b aja kok. Jujur kalo untuk memudarkan bekas jerawat agak lama, but yg paling penting skin barrier kita jadi lebih kuat dan ga gampang jerawatan. Plusnya dia works dalam satu malem! Kalo dikulitku, gabisa aku pake tiap hari, pas lagi geradakan atau bertekstur yg ky pasir gitu. Krn aku pernah pake tiap hari malah ga efektif. Jadi mungkin yg kulitnya tipis mending dipake sesuai kebutuhan aja, jangan tiap hari sih menurutku"
08 Feb 2023,seannavaro,seannavaro recommends this product!,"Sebenernya udah lama ngelirik produk ini tapi baru sekarang keturutan WwW. Terima kasih toko ijo atas promo nya~ Langsung aja! Ini tuh kayaknya serum terkentel yang pernah aku pake, tekstur dia tuh gel dengan warna rada keruh putih tapi pas diratain ke kulit langsung lumer dan gampang meresap. Dia juga gk ada fragrance guys. Trus meski kandungan niacin nya 10% tpi gak ada sensasi tingling a.k.a cekit-cekit pas make. Belom sampe seminggu tpi efeknya udah keliatan dong! Paling ketara muka jadi lebih plumpy dan lembab, cerah juga, sama kek nambah glowing wkwkw. Seneng banget sesuai ekspetasiku haha. Semoga hasilnya bagus sampe tetes terakhir. Kalo mantep bakal aku masukin list skincare routineku!"
07 Feb 2023,Gitaafr,Gitaafr recommends this product!,Awal bgt nyobain produk niacin itu pake serum ini dan wowww bgt hasilnyaaaa bagusss ngasih efek glowing dan cpt bgt mudarin bekas jerawat. tapi anehnya tbtb ga cocok lagi sm prooduk inii gatau kenapa 
25 Jan 2023,witawp,witawp recommends this product!,"Fortunately kulitku cocok banget sama niacinamide, dan The Ordinary ini bagus di mukaku. Packagingnya sih standar serum pada umumnya. Tekstur serumnya thick dan bening, tapi gampang banget diblend ke muka. Cepet banget ngerepnya juga. Efek langsung setelah pakai priduk ini tuh kukit jadi berasa halus dan sehat. Di aku, niacinamide juga ngaruh buat ngilangin bekas jerawat walaupun emang butuh proses. Tapi pakai produk ini prosesnya kaya lebih cepet dari produk lainnya."
16 Jan 2023,silvanamarsha,silvanamarsha recommends this product!,"despite all the pros and cons this brand has, I still think this product is the best niacinamide serum I ever used.it gave a real result on how my skin brighten by the time during using this product. I was using it in twice a day, morning and before bed.fyr, I have dry-acne prone skin!"
15 Jan 2023,boyfreak,boyfreak recommends this product!,"âJelas mencerahkan wajah!â .itu stigmaku untuk serum jenis ini. Dicombine sama daily routine muka lainnya masih bisa ngeblend sangat baik ð¤. Toneku naik banget dri leher sampe pala berkat nih Niacinemaide++. Tentu dengan penggunaan 1 tahun++ konsisten pagi, malam Every fucking day!"
30 Dec 2022,gbpaskal,gbpaskal recommends this product!,"Produk TO belum ada yang mengecewakan aku sih jujur! Walaupun ini niacinamide 10% yang mana banyak dibilang terlalu tinggi, tapi di wajah aku yang badak ini works. Aku pake buat siang dan malam, teskturnya cair padet dan gampang meresap di wajah. Gak bikin lengket sama sekali. Di wajah ku aku ngerasa produk ini bantu buat mudarin jerawat, bukan bekas jerawatnya. Dibandingkan ngilangin bekas jerawat, justru menurutku produk ini works buat wajah yang kusam gt loh. Pinter2 cari pilih tempat jualan produk ini yang original aja karna banyak banget kayanya kw-annya."
10 Dec 2022,lovelyones,lovelyones recommends this product!,"Cintakuuu padamuuu.. takkan berubaaah wkwk ini sih cinta banget. Kalo di gue wajib kudu harus pake banget tiap hari, enak sekali teksturnya juga oke cair tapi gak lengket.. sungguh berasa di gue yang aimingnya untuk glowing saat ini haha tapi berhubung ini kandungannya 10% mungkin buat yg baru coba alangkah baiknya coba yang dibawah 10% kali yaah"
27 Nov 2022,mirandamra,mirandamra doesn't recommend this product! ,"nah sejauh ini, ini serum niacinamide yg gaada ngaruh apa apa di muka ku, padahal kulit aku cocok banget sama niacinamide. gatau kenapa tapi dibandingkan niacinamide lain yg selalu ada something better kaya mencerahkan di muka aku tapi untuk serum ini sama sekali gaada"
24 Nov 2022,edogawafirli,edogawafirli recommends this product!,I think this is the best niacinamide product ever&#63; Pernah coba brand lain tapi gak ada yang semantul The Ordinary punya. Dulu suka bandel pake di kulit jerawat terbuka terus PERIH WOEEE. Tapi&#44; ngebantu banget meredakan jerawat dan ngurangin black spot. Susah carinya keselll bentar lagi abis lagi wkwk.
06 Nov 2022,Vianney29,Vianney29 recommends this product!,"Dulu sering bgt pakai produk ini, sudah habis 5-6 botol, terakhir kebeli yg ga ori, sempet nyoba produk lain, waktu pengen balik ke ini lagi ternyata makin banyak yg jual fakenya, apa ada rekomendasi niacinamide yg bagus seperti produk ini?"
04 Nov 2022,febbyanita,febbyanita recommends this product!,"sekitar akhir 2018-2019 awal adalah waktu aku pertama kali coba serum wktu itu aku lagi jerawatan parah yang pernah aku punya karna hbs lepas dari cream yg beli sepaket gitu. awalnya aku baca2 dan nonton review orang2 direkomendasikan cobain ini. aku coba yg share in bottle nya dulu 5ml. aku cobain lah ini serum, dan ternyataaaaaa dia bisa meredakan jerawat aku waktu itu, jerawat aku mulai berkurang sudah tidak meradang lagi, sudah tdk ada yg muncul jerawat baru lagi, sampai saat ini serum ini jadi serum yg harus selalu ada di rak skincare ku dah gak kehitung full size botol keberapa walau sempet susah carinya aku tetep cintað¥°ð"
02 Nov 2022,alviefikri,alviefikri recommends this product!,"Pake ini tricky. Harus benerin skin barrier dulu. kalo dipake dikulit yg dlm kondisi baik, ini bagus bgt buat mencerahkan dan menjaga kulit gak gampang jerawatan. setelahnya pake moisturizer yg sifatnya cuma melembabkan ya gak pake embel2 zat aktif lain. dijamin kulit jd cerah."
29 Oct 2022,LidyaS,LidyaS recommends this product!,"So, muka aku yg suka sensitive kalo pake bahan yang terlalu strong kan, jadi sempet ragu sih, Tapi after pake ordinary ini, di muka aku bagus sih, tetep bikin muka glowing, trus cukup bisa nahan jerawat. Nanti habis sih pasti beli lagi soalnya suka ð¥°"
28 Oct 2022,rianti_siregar,rianti_siregar recommends this product!,"sempet maju mundur sama serum ini, karna temen ku bilang niacinamide 10% itu ketinggian.. tapi aku nekat dan percaya diri aja.. daaaannn hasilnya bagus bgt!!! terharu, kulit ku yg acne prone ini cocoookkk, bekas jerawat memudar, wajah mengcerah, sedikit lebih sehat, jerawat jadi jarang dan cepet kering . ini masih sebulan udah keliatan yaa .. tapi untuk mengecilkan pori"" di aku belum kelihatan hiks..tapi aku cintah ã ã .. oh yaaa tapi apa ada yg sama kyak aku?? kalo setelah pake serum ini trus lanjut step skincare selanjutnya tuh kalo di oles skincare yg lain nya berasa jadi cair gitu ga si?? bahkan sunscreen aku aja jadi meleleh gitu kalo dioles setelah niacinamide ini, pokoknya jadi beda si tekstur  skincare yg next ini loh, tapi ga ada masalah sih aman"" aja"
