Tanggal,Username,Rekomendasi,Review
22 Oct 2023,Ninissungkar,Ninissungkar recommends this product!,"udah hampir abis 1 botol dan udh kerasa juga manfaatnya. tekstur serumnya cair dan baunya juga gak nyengat. karena cair udah pasti cepat nyerapnya dan gak lengket. bikin tekstur wajah sekarang jadi lebih smooth, ngebantu juga ngilangin bekas luka dr jerawat2 yg baru numbuh. btw aku ada acne scars yg udah menahun susah banget ilangnya. skrg udah agak pudar hopefully bisa hilang totalð¥² kayaknys akan repurchase karena simpel 1 serum bisa day-night dan ada perubahan di kulit aku"
22 Oct 2023,camellia_,camellia_ recommends this product!,Dapet ini dari seminar dan ternyata pas dicoba beneran sengaruh dan sebagus itu. Agak gila juga sih langsung cobain yg 10% sebagai seorang pemula tapi untungnya cocok. Sekitar 2 minggu baru kelihatan hasilnya. Muka lebih cerahan dan bekas jerawat ikut memudar. Yang awalnya dikasi jadi beli sendiri dan ketagihan gara gara sebagus.
20 Oct 2023,ghinadhia,ghinadhia recommends this product!,"pemakaian 10 hari dan langsung ngerasain kalo kulitku jadi lebih cerah, dan bekas jerawat ikut pudar. untuk aku yg gak cocok vit c serum ini punya kandungan Niacinamide 10% untuk alternatif brightening aku saranin bisa pake serum ini. terksturnya lumayan cair dan yg penting cepet ngeresep , ga lengket dan berasa ringan di muka. repurchase? of course YES!!"
17 Oct 2023,salsabillajho,salsabillajho recommends this product!,Serum yang punya ingredient nicinamide yang bagus banget buat mencerahkan wajah. Aku udah pake dari beberapa bulan dan produk ini punya tekstur yang ringan ketika diaplikasiin ke wajah. Untuk pemula bisa pake yang N-5 dose dulu tapi kalo udah terbiasa pake skincare bisa deh coba N-10 dose nya pasti suka!! Punyaku sampe mau abis
15 Oct 2023,Istiqmhfadilah,Istiqmhfadilah recommends this product!,"wanginya bikin nyaman, calming gitu, teksturnya cair mudah meresap ke kulit, di kulit ku efwktif mencerahkan tetap bertahap ga langsung cerah bgt juga, bikin barrier kulit terjaga, dari yg tekstur kulit aga kasar jadi lembut gitu, enak banget dipake rutin pagi sama malem di barengain rangkaian produk whktelab yang lain ya"
08 Oct 2023,Azeezahaw,Azeezahaw recommends this product!,"Setelah habis 2 botol, akhirnya aku review. Salah satu serum vit c yang menurutku oke. Teksturnya cair, nggak lengket, dan mudah menyerap, wanginya antara ada dan tiada, feelnya sama kayak yang serum 5%. Afterfeel pakai, berasa lembab, untuk mencerahkan aku masih belum ngeh, karena tiap hari liat wajah sendiri, but yang paling aku notice adalah lembab dan lumayan mudarin kemerahan, yah, maybe dia bekerja di dalam kulit yang ngga bisa kita notice secara langsung. So far aku suka banget!"
07 Oct 2023,danishara01,danishara01 recommends this product!,"beli karena flash sale dan temen udah sering ngeracunin wkwk. BUT SUPRISINGLY DILUAR EXPECT BANGEEETT. aku pake ini pagi dan malem, bikin glowing, ngurangin produksi minyak aku, dan efek mencerahkan nya berasa banget jujur! even temenku sampe notice muka ku cerahan banget. cuma kalau untuk bekas jerawat ga terlalu ngaruh sih so so. tp ini product ter worth it."
03 Oct 2023,lela_khopipah,lela_khopipah recommends this product!,"Setelah pemakaian 1 bulan aku bisa lihat progress dari serum ini yang bikin kulit wajah jadi lebih cerah, lembab, dan mengurangi kemerahan, bekas jerawat juga pudar. Wanginya enak, bukan yang strong, dan teksture nya watery jadi gampang banget meresap ke dalam kulit â¨"
02 Oct 2023,meliaafy,meliaafy recommends this product!,produk niacinamide dari whitelab ini lebih bagus lagi buat mencerahkan di banding yang niacinamide nya 5% biasanya aku pake ini pas malam hari sebelum tidur besok pagi nya muka ku jadi lebih plumpy dan cerah tekstur nya juga enak cepet meresap ga terlalu thick harga masih oke lah ya untuk ukuran serum
27 Sep 2023,sherly88,sherly88 doesn't recommend this product! ,"Aku mau update pemakaian selama kurang lebih 1 bulan. Awal2 pake cocok banget, bikin kulit cerah. Tapi lama2 ternyata bikin kulitku jd berjerawat, dari jerawat batu sampe yang kicik2 kayak whitehead gitu juga byk banget. Udah gitu pipiku yang sensitif malah makin sensitif merah2 ga karuan. Akhirnya aku coba stop bbrp hari dan kulitku jauh membaik. Sepertinya kandungan 10% is too much for me."
15 Sep 2023,diananggiii,diananggiii recommends this product!,"serumnya bener bener nampol banget, combo kalo di pake sama facewash nya. nampol karna udah dosis tertinggi Niacinamide nya 10% tapi hebatnya gabikin kulit wajah jadi kering atau ketarik, buat kulit belang approved banget sih buat nyerahin nya. selain kulit belang bisa dipakai buat yg ada dark spot juga"
01 Sep 2023,hazelnutie,hazelnutie recommends this product!,Pas pertama kali coba serum whitelab n10+ mudah meresap dan serumnya sangat amat ringan. Serum dengan claim mampu mencerahkan warna kulit dan meratakan warna kulit ini sangat menarik untuk dicoba. Semoga kulit wajah makin glowing dan cerah pakai ini.
01 Sep 2023,diandranastasya,diandranastasya recommends this product!,Saya menggunakan produk ini sudah 3 tahun. Muka saya tipe yang sensitif dan berminyak tapi serum whitelab ini tidak menunjukkan reaksi yang buruk saat dipakai. Muka saya semakin cerah dan sehat serta bekas jerawat saya juga memudar setelah menggunakan produk ini.
31 Aug 2023,izhabella,izhabella recommends this product!,"Bagi kulitku yang tipe dry skin dia lembabnya enak walau teksturnya ga se kental itu. Tekstur wajah jadi benar benar halus dan ngecilin pori. Untuk cerah belum kelihatan walau udah habis 3 botol (terbilang dikit 20ml jadi harus repurchase terus), ada aroma wangi yang kalo ga kebiasa produk ber fragrance akan terganggu tapi lama lama akan kebiasa juga sama baunya. Buat kulit kalo suka timbul adanya jerawat dia cenderung cepat buat redain dan bikin kempes "
29 Aug 2023,anggit_nin,anggit_nin recommends this product!,"Whitelab upgrade serum viral Intense Brightening Serum menjadi N10-Dose+ Brightening Serum dengan penambahan formula baru. Kandungan baru (Cybright) yang dipake beneran bisa bikin kulit aku tampak lebih cerah dalam pemakaian 2 minggu. Selain itu, penggunaan kandungan Niacinamide dengan grade tertinggi, sehingga lebih minim iritasi."
19 Aug 2023,Anggitakarima,Anggitakarima doesn't recommend this product! ,"Engga ngaruh sama sekali diwajah aku kadang malah kulit jadi kusam, tekstur dari serumnya cair banget tapi susah ngeresap ke kulit.Isinya juga dikit banget cepet abis, aku engga bakal repurchase sih ini mau coba serum yang lain aja.Oh iya waktu hampir habis malah muncul jerawat di dahi aku."
15 Aug 2023,Axzlyn,Axzlyn recommends this product!,"Serum whitelab n10-dose+ ini ingredient nya 10% niacinamide, lumayan wangi. Padahal persentase niacinamide nya tinggi tapi ga bikin reaksi negatif di kulitkuâ¨ tapi kalau lagi ada jerawat aktif biasanya ada sedikit sensasi cekat cekit, aku udah pakai hampir 6 bulanan. Yang aku rasain whitelab n10-dose+ ini ampuh bgt buat mudarin bekas jerawatku, selama pemakaian jerawatku jadi lebih kekontrol, dan tekstur kulit ku jadi membaik bangettð­ð untuk teksturnya sedikit kental (ga secair air) kemasannya botol kaca transparan pipetnya panjang (cuman gaada penahan disekitar mulut kacanya jadi harus hati-hati yaa pas buka serumnya biar ga tumpah). Wanginya menurutku lumayan strong yaâ [sebenernya ini ada box nya tapi lupa nyimpen dimanaa]"
11 Aug 2023,etiparatif,etiparatif recommends this product!,"Kenapa ya sekarang banyak serum yang isinya cuma 20ml, nanggung banget. Kayak Whitelab ini, belum begitu ngerasain perubahannya tau-tau udah abis aja. Memang kulitku agak lambat dalam merespon makanya kalau cuma 20ml rasanya kayak cuma pembukaan begitu mau menuju inti eh udah abis duluan, ya meskipun udah dibantu sama niacinamide 10% tetep aja kayak there's something missing. Teksturnya sedikit kental dengan bau samar, cepet meresap dan sometimes ada sedikit sensasi cekit-cekit sesaat. Alhamdulillah nggak ada breakout sama sekali tapi belum liat perubahannya juga sampe serumnya abis. Di aku ini tipe yang slow but sure, enak, tapi nggak cukup 1 tube isi 20ml untuk liat perubahannya. I would still recommend this to those who wanna try it out."
10 Aug 2023,hanifakhamilah123,hanifakhamilah123 recommends this product!,"serumnya ringan, gampang menyerap ke kulit wajahku. mudah mengaplikasikan serum ke skincare.serum ini juga byk kegunaannya mulai dri menghilangkn bekas jerawat, mencerahkan kulit + membuat wajah kenyal dan lembut..ððððððð"
05 Aug 2023,Sofiazulfa31,Sofiazulfa31 recommends this product!,"Yeaaayyy uda pake serum ini dan uda dipake 1 bulanan!! jujur cakeup bgtttt dan bantu mencerahkan di kulit kuuuu, super worth. Dia mudah banget menyerapp dan wanginya sama sekai gaa mengganggu. Honestlyyy, akuu sukak bgttt dan pasti repurchasee hihið­â¤ï¸"
05 Aug 2023,Irenhaniel,Irenhaniel recommends this product!,"Whitelab n10 adalah serum terbaik untuk mencerahkan, cocok untuk smua kulit wajah dan pstinya hrgnya sangat terjangkau, pokoknya buat kalian yg pnya wajah kusam sgt rekomen bgt deh pake serum dr whitelab ini, dijamin wajah bakal glowinggg"
03 Aug 2023,yuyunjuantika,yuyunjuantika recommends this product!,Teksturnya agak kental tapi mudah menyerap ke dalam kulit. Ada wangi yang cukup enak buat penciumanku. Botol dan pipetnya kaca. Di kulitku ini nyaman banget dan gak ninggalin lengket. Untuk mencerahkannya menurutku ngaruh banget di kulit kering dehidrasiku. Aku punya kehitaman di kulitku dan memudar perlahan-lahan setelah satu bulan pemakaian. Aku selalu pake di malam hari dan pagi dan gak bikin kulit sumuk. Gampang dibawa kemana-mana juga â¤ï¸â¤ï¸
03 Aug 2023,Apryanti_,Apryanti_ recommends this product!,awal nya aku coba buat move ke serum lain karna serum sebelumnya aku ngerasa kurang ngaruh di muka aku. ehhhh ketemu lah serum Whitelab dan aku jatuh cinta bgt karna tekstur nya yang enak bgt pas di aplikasiin ke kulit muka aku dan cepet nyerap ke kulit juga. luv bgt â¤
01 Aug 2023,hafidahfid,hafidahfid recommends this product!,Salah satu serum yang bikin aku cinta banget. pemakaian selama 2 minggu secara rutin udah ngasih hasil yang bikin memuaskan pokoknya ini produk recomended banget buat kamu yang mau mencerahkan dan meratakan bagian yang agak gelap di area muka
20 Jul 2023,fadillahdwis_,fadillahdwis_ recommends this product!,"Formula lama dari produk ini tuh jadi first try serumku dan itu beneran bagus. Bikin wajahku jadi halus dan kusam. Waktu ada formula baru, aku buru2 coba dan taraaaa aku suka banget, lebih baik dari formula pertama. Ini juga sering promo makanya love love"
19 Jul 2023,Murtafiah,Murtafiah recommends this product!,"overall bagus dan aku suka, apalagi dia bikin kulit aku makin jadi cerah dan ga bikin kulit aku jadi kering dan teksturenya yang ga lengket sama sekali, buat baunya gada bau dan enak banget buat di pake. harganya ga terlalu mahal dan lumayan kalo buat beli lagi."
16 Jul 2023,bunga_pasadena,bunga_pasadena recommends this product!,"Serum ini menurutku bagus sih di aku dia ngasih efek glowing dalam 3 hari pemakaian. Tapi untuk claim mencerahkan dia belum muncul di aku selama 1 minggu pemakaian (padahal serum lain bisa keliatan hasilnya meskipun sedikit di 1 minggu pemakaian). Selama 1 minggu pakai ga bikin breakout tapi kadang muncul jerawat kecil yang bisa langsung ilang. Kukira niacinamide 10% bakal lebih cepet efeknya, tapi ternyata untuk mencerahkan tetep butuh proses lama. Emang sih baru pakai 1 minggu, tapi seperti yang aku jelasin di atas, kl serum lain lebih cepet keliatan efeknya. Aku udah ga pakai lagi karena cuma bikin muka glowing aja dan malah berminyak di T zone, padahal aku normal to dry. Dan juga aku lebih cocok dengan serum vit C dibanding niacinamide, jadi untuk repurcase aku rasa engga dulu. Aku rekomendasikan buat yang cocok sama niacinamide dan mau naikin dosis, mungkin ini bisa memberikan hasil yang bagus seperti review orang-orang. Dibanding brand lain, whitelab dengan 10% niacinamide ada di harga yang affordable. EDITED: aku coba nerusin pemakaian sampe habis 1 botol bener-bener bisa ilangin PIH dan selalu bikin kulit moist. Tekstur kulit wajah juga makin rata. Efek mencerahkannya ada tapi emang mesti sabar dan telaten makenya. Sekarang repurcase karena serum ini aman dan ga bikin break out"
14 Jul 2023,Ikagifka,Ikagifka recommends this product!,"Aku pakai ini buat ngilangin flek hitam di wajah. Kemasan sama kayak serum pada umumnya, dengan botol kaca. Konsistensi lebih ke cair, cepat meresap saat dioleskan. Hasilnya? Suka banget! Dalam 2 minggu pemakaian, flek hitam di wajahku mulai memudar. Buatku ini progress yang bagus dan nyata, so bakal aku terusin sampai habis sebotol."
12 Jul 2023,silmiftra,silmiftra recommends this product!,"SUMPAH INI BAGUS BANGET! Aku awal pake agak ragu ya karna product whitelab ini tuh eata rata ga cocok di muka aku tapi pas aku coba pake ini beneran langsung cocok loh, muka aku jadi lebih cerah gitu, karna typikal muka aku ini kusam banget pas pake produck ini beneran langsung cerah"
10 Jul 2023,nngwidiya,nngwidiya recommends this product!,"Serum mencerahkan dengan niacinamide di urutan kedua ini. Lumayan banyak berarti ya kandungannya. Teksturnya ringan dan mudah menyerap di kulit wajah. Ini mengandung parfum yang powdery tapi gak menyengat. Masih bisa dinikmati wanginya relaxing. Pipet dan botolnya kaca. Ini mengandung kolagen jadi bagus buat mengencangkan kulit. Saya pakai di siang hari bersamaan dengan sunscreen. Cukup mencerahkan wajah tetapi untuk menghilangkan flek, masih belum ada efeknya. Flek saya memang butuh perawatan klinik sih. Seluruhnya, saya suka dengan serum terjangkau milik brand lokal ini. Gampang dicari juga."
09 Jul 2023,anisyela,anisyela recommends this product!,"Jujur, aku suka banget sama serumnya karena bikin kulitku lebih cerah. Apalagi klo dikombinasi denhan hydrating serumnya. Pokoknya suka banget. Teksturnya itu cair, hampir seperri air biasa. Ada aroma harumnya sedikit tapi nggak strong. Terus cepet meresao di kulit gitu."
05 Jul 2023,Aiyunita,Aiyunita recommends this product!,Bagus banget. Cocok di muka aku recommended bgt. Biasanya aku pake product lain tapi gak ada yang sebagus ini. Thank you whitelab udah bikin product sebagus ini. Love bangetttt. Yuk samaan juga kayak aku dengan pake product ini. ð¤ð¤ð¤ð¤ð¤ð¤ð¤ð¤ð¤
01 Jul 2023,sasahafi_,sasahafi_ recommends this product!,Beli karena cocok sama facial washnya. Punya kandungan niacinamide cocok buat mencerahkan. Aku review ini setelah pemakaian 1 botol abis. Reaksinya ke wajahku bikin lembab juga ga bikin iritas tapi efek mencerahkan belum kerasa. Mungkin harus habis beberapa botol kali yaa. 
13 Jun 2023,missindriii,missindriii doesn't recommend this product! ,Memang sesuai dengan anjuran dermatologist konsentrasi niacinamide yang paling poten itu di konsentrasi 4-5% sehingga untuk konsentrasi 10% hasilnya sama saja dengan yg 5%. Mending pakai yang 5% saja untuk mengurangi mubazir. Repurchase: no!
11 Jun 2023,Pohonketela_,Pohonketela_ recommends this product!,"sebetulnya nyobain serum ini udah yang kedua kalinya. Gatau kenapa peoduk whitelab cocok banget dikulit aku yg sensitif dan hasilnya bikin kulit jadi cerah sehat, dan bekas jerawat juga memudar. aku selalu rekomendasiin produk whitelab juga ke orang terdekat, tapi sepertinya ini kembali ke permasalahan kulit wajah lagi. sejauh ini melembabkan, kulit cerah tampak sehat dan atasi bekas jerawat cukup oke banget kok"
09 Jun 2023,alissasavitri,alissasavitri recommends this product!,Definitely recommended! Ini niacinamide bisa dibilang underated dibanding brand lain pdhl affordable dan efeknya ga kalah sama yg lain. Udah ga keitung repurchase berapa kali tp baru smpet review skrg. Ringan tp lembapnya kerasa bgt. Ada scent lembut yg nyegerin dan nenangin. Selalu suka feel tiap pake ini. Dilayer sama retinol atau exfo serum oke bgt. Setelah pake rutin keliatan tekstur kulit membaik dan makin glowing. Suka bangettt ð«¶ð»
08 Jun 2023,Vaneza26,Vaneza26 recommends this product!,"Ini juga salah satuuu serumn yang menurut akuu soft yaa dia gampang menyerap di wajah dan sama skali ga lengket , dan kalau di pakai rutin jujur keliatan sih perubahannya wajahnya lebih cerah gitu , dan ini salah satu serum yang cocok sama kulit wajah aku sihh"
07 Jun 2023,DianaFS,DianaFS recommends this product!,"*Aku pake ini pas masih formula lama* Salah satu serum brightening yg kalo rutin pakenya beneran bagus banget! Beberapa bln ini aku fokus pake serum ini. Rutin pake pagi & mlm. Dan terbukti ngaruh sih di kulit wajahku. Wajah lebih cerah, lebih lembab & bneran ampuh ngilangin bekas jerawat. Ditambah ada kandungan ""Marine Collagen"" bikin wajah lebih kenyal. Gak ada rasa efek negatif buat aku yg acne prone. Cepat meresap juga. Pokoknya pake ini tuh berasa kulit lebih bersih aja. Aku sih love bangeett â¤ Repuchased? YES!"
05 Jun 2023,nlmarianna,nlmarianna doesn't recommend this product! ,"orang-orang bilang mukaku tambah cerah, aku sendiri juga merasa begitu. tapi gak tahu ya apakah karena serum ini atau bukan, soalnya aku merasa mulai cerahnya sebelum aku pakai ini. udah mau satu bulan dan tinggal dikit. harganya menurut aku mahal banget."
05 Jun 2023,MbakLudovica,MbakLudovica recommends this product!,"Awet juga yah udah pakai sekitar lima bulan tapi belum habis-habis juga. Kebalikannya si Whitelab moisturizer cera-mug yang belum juga genap sebulan udah habis. ð Atau aku yang kurang rajin pakai serumnya? Tapi aku merasa malah kadang agak banyak kalau sekali makai kok. Produk ini bagus untuk mencerahkan kulit slowly but surely; dan di aku gak menimbulkan jerawat juga. Seingatku, belum sampai satu bulan pemakaian, ayahku bilang ""Kok wajahmu glowing Kak."" Akan tetapi, aku baru baca setelah beli kalau rupanya ada kandungan alkohol dan parfumnya. Pengalamanku dengan produk ini sejauh ini bagus, tapi aku tertarik untuk mencoba serum lain yang gak ada kandungan yang aku sebutkan tadi. Kesimpulannya, aku lumayan suka dengan produk ini. Repurchase? Mungkin, jika serum lain yang hendak kucoba ini memberikan performa yang inferior dibanding WhitelabN10-dose+ Brightening Serum ini."
01 Jun 2023,mentarigazali,mentarigazali recommends this product!,"thankyouuu Female Daily udah kasih aku kesempatan buat cobain produk ini ! jujur udah lama aku ga pake serum dengan kandungan utama niacinamide, karena biasanya aku pake kandungan Vitamin C kalo untuk mencerahkan, apalagi niacinamide dengan persentase diatas 5% baru kali ini aku coba. pas awal pake ada beberapa jerawat kecil yang muncul, jadi sempet aku jeda pemakaian, dan ga lebih dari 2 hari jerawatnya kempes, aku lanjut pake lagi dan amaaan.. kemasannya botol kaca dengan aplikator pipet, teksturnya kental, bening, ada fragnance tapi ga mengganggu kalo buat aku dan ga bikin iritasi juga di kulitku. salah satu yang aku suka serum ini juga bikin kulit lembab dan plumpy setelah dipakai, mungkin karena ada kandungan hyalu complex dan marine collagen. sesuai klaim, serum ini emang bener bener bisa bikin kulit lebih cerah dan meratakan warna kulit. 2 minggu kulitku keliatan lebih cerah setelah pake serum ini !"
23 May 2023,Fadzulna,Fadzulna recommends this product!,"Packagingnya ganti ya sepertinya rebrand agar g terlalu mirip sama brand x, its a good move anyway. Serumnya bisa mbantu memudarkan bekas jerawat yang baruuuu asal rajin pakai krn kandungannya to the poin bgt komposisi brighteningya. Warnanya putih susu tekstur kental gel thick terus sesaat setelah dipakai terasa sedikit lengket namun dipijat-pijat kecil gt akan meresap cepat. Efek setelah pakai g da rasa tingling atau perih di area mata. G bruntusan or purging kemerahan malah bagus wlo dia brightening tp tetap melembabkan."
22 May 2023,meloveyou,meloveyou recommends this product!,"First, thanks FD buat hadiah GA FD talk nyað. Maaf reviewnya lama, karena aku sendiri ga cocok niacinamide, jd giftnya aku kirim ke adekku dulu buat cobainð¤£ (FYI, adekku cowo ya, ini salah satu contoh skincare is genderless jadi kalo cocok ya pake ajað) . Adekku udah mulai rutin basic skincare(basic skincarenua ada niacinamide dan dia cocok, jadi aku kasih serum ini buat bikin makin kinclong). Menurut adekku tekstur serumnya kayak essence sheetmask (ga cair, ga kentel), meresapnya juga cepet. Aromanya mirip2 madu tapi subtle, awal dipake ada sensasi cekat cekit, tapi gak lama katanya (kemungkinan karna niacin nya 10%). Gaada reaksi alergi di adekku, dia udah pake hampir sebulan ngebantu ngilangin pih nya. Btw karena kebetulan dapet 2 botol secara terpisah dari FD ini aku udah ditagih buat kirimin lagi yg 1 nyað¤£."
19 May 2023,Cresencindy,Cresencindy recommends this product!,"thank you FD x Whitelab buat giveaway nya ini... setelah akhirnya aku pakai ini selama 3 minggu aku pun berani buat ambil langkah mereview product ini. serumnya ini kecil2 cabe rawit, aku pake buat daily routine, dengan wangi yg cukup citrusy dan texturenya yang watery thick, dia absorb dengan cepat ke pori-pori, ngga bikin purging atau semacamnya, kulitku tampak lebih cerah, dan beberapa bekas acne scar yang kehitaman pun memudar dalam waktu 2 mingguan. i will repurchase ini selain karena harga affordable tapi juga dia cocok di kulit aku"
17 May 2023,xxphew,xxphew recommends this product!,Huhuuu seneng banget dapat produk nya whitelab dari #FDTryAndReview ð¥° . Awalnya aku takut untuk cobain sih karena aku agak kurang cocok sama niacinamide 10% tapi aku beraniin nyoba dan gak ada reaksi negatif di kulitku gak bikin breakout juga tekstur nya sama kayak serum whitelab sebelumnya tapi ini lumayan lebih lembab dari yang dulu. Untuk mencerahkan nya aku belum kerasa sih karena baru bentar nyobain nya tapi aku bakalan rekomendasiin produk ini karena di kulitku yang acne prone dia aman-aman aja
16 May 2023,curatedbytika,curatedbytika recommends this product!,"Masih rada takut pake niacinamide 10% lagi tapi gaada reaksi negatif. Serum ini nyerepnya gak secepet punya The ordinary. Lebih enak dipake malem klo yg ga suka pake serum lengket di pagi/siang hari. Aku combine sama acne spot treatment, Dia ngempesin jerawatku. Kalo pake acne spot treatment aja rada lama kempesnya, pake ini lumayan cepet. Bisa banget ya jdi options serum niacinamide karena dia affordable bgt.Besokannya muka glowing n kenceng. Efek mencerahkan nya juga ada, aku ada bekas jerawat yg bru aha aku kopek, dia gak menggelap sih aku pakein ini. Tapi isinya cmn 20ml, kalo pake 2x sehari sih hrs nya sebulan bisa 2 botolan yaa. Aku lumayan udh coba bbrp serum whitelab, formula wise aku gaada masalah sama sekali bagus d kulitku, tapi masalahnya cmn ada di kemasan yg terlalu kecil, dan pipet nya selalu macet."
13 May 2023,wrgusnari,wrgusnari recommends this product!,"Baguss banget. teskturnya ringan, mudah menyerap, ga terlalu kental dan gak terlalu lengkett!! cocok banget di wajah cowok maupun cewek. wanginya gak terlalu strong dan gak mengganggu, wangii pokoknya. Kalo rutin dipakenya, efeknya bener2 kerasa, bikin cerah wajah dan ngelembapinnya juga lumayan."
10 May 2023,wenast,wenast recommends this product!,"Serum Niacinamide 10% pertama. Firstime pakai brand Whitelab, awalnya was-was karena kulit cenderung sensitif, habis breakout parah dan menyisakan darkspot super hitam. Menurut gue, serum ini dari tampilan packaging fresh, botol dove dg pipet putih. Untuk isi serum sendiri: kekentalan cair tapi bukan yg cair banget. Fragrance serum wangi, seperti parfum ciwi ciwi, waktu diaplikasikan di muka, dingin sejuk, nyaman ga bikin perih/panas/tigling. Semoga cocok untuk menghilangkan darkspot jerawat yg sangat hitam. Thankyou femaledaily dan Whitelab team.#FDGiveaway #FDXWhitelab#MomentBarengFD #FDAnniversary #FDBagiBagiHadiah"
10 May 2023,chacha2407,chacha2407 recommends this product!,"My SC acneprone hyperpigment : Thanks FDxWhitelab dpt kesempatan cobain formula baru serum ini ð¥°Ingredient : niacinamide 10% sbg agen pencerah, hyalucomplex-10 menghidrasi stiap lapisan, marine collagen mrawat khalusan kulit, cybright mengurangi melanin. Klaim : mencerahkan menyamarkan noda hitam dan melembabkan.Wangi floral sedikit citrus jadi segar kaya perfumeTekstur : Warna putih milkySaat apply langsung meresap ada sedikit cekat cekit di bagian kulit yg merah, turns out dgn kandungan 10% niacinamide white lab ini di aku malah cocok ! Aku layer dengan hydrating serum nya sebelumnya. Alhamdulillah so far ... ga nimbulin efek samping dikulit acne prone ku :"") sblmnya coba brand2 lain ga ada yg cocok bhkan yg 5%. Finally kulit terasa lebih kenyal dan jerawat keras di pipi terasa ga jd bermasalah agak calm, untuk darkspot belum terlalu notice harus nunggu habis sebotol,mungkin lbh ke mulai brighten kulitku dan darkspot jerawat baru sdikit mulai memudar , update lg nanti ya â¥ï¸"
09 May 2023,dichaw,dichaw recommends this product!,"Thank you Female Daily and Whitelab for the opportunity to try this serumð¥° To begin with, aku suka packagingnya karena ada plastic seal dan box for a better safety and hygiene. Botol serumnya terbuat dari kaca dengan pipet untuk mengambil isi produk. Tekstur dari serum ini cukup kental dan gak terlalu runny, tapi super ringan dan menurutku hampir mirip seperti tekstur essence. Mudah dibaurkan dan gak lengket, cepat menyerap juga. Ada aroma yg wangi enak, tapi gak menyengat. First time using this, walaupun ini niacinamide dengan konsentrasi tinggi, tapi sama sekali gak ada sensasi cekit-cekit atau panas. Performa mencerahkannya ternyata bagus bangetð­ Aku pakai ini semingguan, PIH di dagu mulai samar-samar. Aku pernah coba bbrp niacin 10% lain, tapi butuh waktu up to 2 bulan dan bikin kulit keringðª Aku juga suka karena gak ada efek bikin keringð¥º"
05 May 2023,dwivietasya,dwivietasya recommends this product!,"Dapet produk ini dari giveaway FD, deg degan karena aku memang kemaren kemaren ga cocok niacin diatas 5%. Tadi coba oles di telapak tangan masih oke, gaada sensasi burning. Coba pake ke muka setelah layering hydrating produk sebelumnya ternyata ga kerasa burning sensationnya. Untuk wanginya aku suka sih karena ga se-menyengat yg dulu cuma masih cukup kenceng. âï¸ UPDATE: setelah pemakaian lebih dari seminggu aku notice mukaku malah bertambah jerawatnya. Mungkin walaupun parfumnya ga sekenceng yg dulu, mukaku masih belum bisa toleransi sama kandungan parfum di produk ini makanya timbul jerawat."
05 May 2023,Ininickyaya,Ininickyaya recommends this product!,"Lebih ringan dan cepet banget ngeresep, lembabnya lumayan tapi gak tahan lama banget, pipetnya mudah dan gak ganggu meskipun pakai botol kaca, warnanya bening dan gak berbau, ukurannya kecil jadi bisa dibawa traveling dan bisa banget untuk mencerahkan kulit"
05 May 2023,embek,embek recommends this product!,"udah beberapa kali repurcase, suka dan sesuai klaim, biasanya aku combine sm hyaluronic as a moisturizer, jadi ga bikin kulit kering dan efeknya masih dapet, bagus jd di combine am exfo toner,, dan enaknya masih enteng buat base make up,,,"
03 May 2023,beladina,beladina recommends this product!,"bagus banget udah pakai inis elama sebulan, candu banget suka hasilnya. wajahku lebih cerah ga kusam. lagi, plus noda hitam juga ilang, jadi jarang jerawatan juga tapi untuk komedo masih belum bisa ilang untuk tzone ku mungkin stelah pemakaian beberapa bulan"
03 May 2023,popy_mercylin,popy_mercylin recommends this product!,ini serum teksturnya agak kental tapi cepat meresap dengan sangat baik.. dia ringan dan gak bikin lengket.. efek mencerahkan di aku kelihatan sejak pemakaian pertama.. serum ini bikin kulit wajah aku jadi lebih lembut dan lembab... suka banget smaa serum ini
02 May 2023,irmanandaar,irmanandaar recommends this product!,kalau muka aku kusam atau sumuk gitu pasti aku langsung pake serum ini sih. berhubung aku cocok sama niacinamide aku langsung pilih serum ini. teksturnya cair jadi mudah meresap ke kulit wajah. biasanya aku pake di pagi dan malem hari. dan serum ini ga menimbulkan breakout di kulit wajah aku
30 Apr 2023,amymia,amymia recommends this product!,"Niacinamide bekerja dengan baik karena dua bulan pake wajah agak kelihatan cerahan terutama dibagian bawah mata sama dagu, gak ada bekas jerawat didagu setelah pakai ini, cocok untuk kulit yang kusam dan oily dan gak buat gatal atau sensasi panas pas pertama kali pakai"
19 Apr 2023,ayuzagita,ayuzagita recommends this product!,"teksturnya gak yang cair banget, nggak lengket juga. cepat menyerap di kulit. dan sesuai klaimnya, mencerahkan kulit wajah aku, walaupun nggak aku pakai setiap hari. wanginya juga enak menurutku, nggak yang gimana-gimana. btw, aku pakai serum formula lama, dan sekarang sudah pakai formula baru. hasilnya tetap oke"
10 Apr 2023,vanniasafhira,vanniasafhira recommends this product!,Minus wanginya menurutku kualitas produk ini oke banget diliat dari harganya. Tekstur cair jadi cepet banget meresap ke kulit. Untuk mencerahkan menurutku ingredients niacinamide di serum ini works well di kulitku buat menyamarkan bekas noda jerawat kehitaman juga lebih cepat sayang banget wangi parfumnya menusuk hidung bikin ini gak nyaman untuk dipake
